# Ojala.Lake_Nataujärvi.2005
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-LakeNataujrvi.Ojala.2005.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-LakeNataujrvi.Ojala.2005.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/8660
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: lake sediment
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Ojala.Lake_Nataujärvi.2005
#------------------
# Investigators
#     Investigators: Ojala, Antti E.K.;Alenius, Teija
#------------------
# Description_Notes_and_Keywords
#     Description: Time series truncated at 1800 CE. Actual measurement is not the thickness of the organic-rich layer as stated in orignial data citation. Instead, a measure of organic content within a year is estimated by the cumulative sum of the dark component of pixels of radiographs for each varve\
#------------------
# Publication
#     Authors: Ojala, Antti E.K.;Alenius, Teija
#     Published_Date_or_Year: 2005
#     Published_Title: 10000 years of interannual sedimentation recorded in the Lake Nautajärvi (Finland) clastic–organic varves
#     Journal_Name: Palaeogeography, Palaeoclimatology, Palaeoecology
#     Volume: 219
#     Edition: 
#     Issue: 
#     Pages: 285-302
#     Report: 
#     DOI: 10.1016/j.palaeo.2005.01.002
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Lake Nataujärvi
#     Location: 
#     Country: 
#     Northernmost_Latitude: 61.81
#     Southernmost_Latitude: 61.81
#     Easternmost_Longitude: 24.68
#     Westernmost_Longitude: 24.68
#     Elevation: 103.7
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 
#     Most_Recent_Year: 1800.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , lake sediment, ,,N,   
##X_radiograph_dark_layer	,,,dark_sum, 3 4 5, lake sediment, ,,, ; climateInterpretation_seasonality changed - was originally 3/4/2005; climateInterpretation_seasonality changed - was originally 3/4/2005;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           X_radiograph_dark_layer	
1048.0	3395.0	
1049.0	4780.0	
1050.0	3755.0	
1051.0	4220.0	
1052.0	3290.0	
1053.0	6134.0	
1054.0	3723.0	
1055.0	3925.0	
1056.0	2486.0	
1057.0	3638.0	
1058.0	3757.0	
1059.0	3899.0	
1060.0	4853.0	
1061.0	3456.0	
1062.0	3871.0	
1063.0	4435.0	
1064.0	4227.0	
1065.0	3666.0	
1066.0	4937.0	
1067.0	4222.0	
1068.0	3479.0	
1069.0	3916.0	
1070.0	4507.0	
1071.0	3793.0	
1072.0	4253.0	
1073.0	4327.0	
1074.0	4138.0	
1075.0	4855.0	
1076.0	4338.0	
1077.0	4428.0	
1078.0	4803.0	
1079.0	5577.0	
1080.0	3984.0	
1081.0	4455.0	
1082.0	4910.0	
1083.0	4745.0	
1084.0	3890.0	
1085.0	4134.0	
1086.0	3724.0	
1087.0	3986.0	
1088.0	4121.0	
1089.0	3545.0	
1090.0	3813.0	
1091.0	4273.0	
1092.0	2905.0	
1093.0	3789.0	
1094.0	2855.0	
1095.0	3388.0	
1096.0	3803.0	
1097.0	2429.0	
1098.0	3476.0	
1099.0	4732.0	
1100.0	5951.0	
1101.0	4070.0	
1102.0	4989.0	
1103.0	3871.0	
1104.0	4400.0	
1105.0	4601.0	
1106.0	4573.0	
1107.0	5354.0	
1108.0	4775.0	
1109.0	4757.0	
1110.0	3947.0	
1111.0	4598.0	
1112.0	3760.0	
1113.0	3994.0	
1114.0	4436.0	
1115.0	4006.0	
1116.0	4065.0	
1117.0	4037.0	
1118.0	4917.0	
1119.0	4128.0	
1120.0	4055.0	
1121.0	4183.0	
1122.0	5223.0	
1123.0	4378.0	
1124.0	5188.0	
1125.0	3637.0	
1126.0	4489.0	
1127.0	3448.0	
1128.0	4076.0	
1129.0	3913.0	
1130.0	3849.0	
1131.0	4413.0	
1132.0	4038.0	
1133.0	5671.0	
1134.0	4080.0	
1135.0	5236.0	
1136.0	7371.0	
1137.0	5209.0	
1138.0	6903.0	
1139.0	6135.0	
1140.0	4139.0	
1141.0	4707.0	
1142.0	5989.0	
1143.0	4118.0	
1144.0	3975.0	
1145.0	6965.0	
1146.0	6744.0	
1147.0	4134.0	
1148.0	4342.0	
1149.0	5345.0	
1150.0	6147.0	
1151.0	4150.0	
1152.0	3837.0	
1153.0	8409.0	
1154.0	8847.0	
1155.0	4421.0	
1156.0	4257.0	
1157.0	3505.0	
1158.0	5514.0	
1159.0	4598.0	
1160.0	6055.0	
1161.0	4362.0	
1162.0	4773.0	
1163.0	4114.0	
1164.0	3670.0	
1165.0	3702.0	
1166.0	5069.0	
1167.0	4340.0	
1168.0	3702.0	
1169.0	3860.0	
1170.0	4767.0	
1171.0	4415.0	
1172.0	3734.0	
1173.0	3542.0	
1174.0	3930.0	
1175.0	6659.0	
1176.0	4079.0	
1177.0	3688.0	
1178.0	3738.0	
1179.0	3773.0	
1180.0	4344.0	
1181.0	3912.0	
1182.0	4071.0	
1183.0	2622.0	
1184.0	4137.0	
1185.0	3063.0	
1186.0	5285.0	
1187.0	4098.0	
1188.0	4237.0	
1189.0	3447.0	
1190.0	3285.0	
1191.0	3844.0	
1192.0	2976.0	
1193.0	5548.0	
1194.0	3660.0	
1195.0	4109.0	
1196.0	3730.0	
1197.0	3710.0	
1198.0	3479.0	
1199.0	4133.0	
1200.0	3639.0	
1201.0	4095.0	
1202.0	4774.0	
1203.0	4347.0	
1204.0	3664.0	
1205.0	4103.0	
1206.0	2829.0	
1207.0	4486.0	
1208.0	3697.0	
1209.0	3842.0	
1210.0	3890.0	
1211.0	3252.0	
1212.0	3077.0	
1213.0	3665.0	
1214.0	3660.0	
1215.0	3476.0	
1216.0	3287.0	
1217.0	2988.0	
1218.0	4259.0	
1219.0	3627.0	
1220.0	4766.0	
1221.0	4015.0	
1222.0	4644.0	
1223.0	3749.0	
1224.0	3169.0	
1225.0	3179.0	
1226.0	4607.0	
1227.0	3079.0	
1228.0	3629.0	
1229.0	2976.0	
1230.0	4046.0	
1231.0	3609.0	
1232.0	2600.0	
1233.0	4022.0	
1234.0	3182.0	
1235.0	4233.0	
1236.0	2688.0	
1237.0	2569.0	
1238.0	4003.0	
1239.0	3872.0	
1240.0	4247.0	
1241.0	3296.0	
1242.0	3776.0	
1243.0	2198.0	
1244.0	3635.0	
1245.0	3351.0	
1246.0	3430.0	
1247.0	3391.0	
1248.0	4426.0	
1249.0	4033.0	
1250.0	3183.0	
1251.0	4457.0	
1252.0	3192.0	
1253.0	3416.0	
1254.0	3689.0	
1255.0	3766.0	
1256.0	2965.0	
1257.0	4264.0	
1258.0	2971.0	
1259.0	4085.0	
1260.0	2582.0	
1261.0	4157.0	
1262.0	3988.0	
1263.0	3593.0	
1264.0	3244.0	
1265.0	3327.0	
1266.0	2133.0	
1267.0	3781.0	
1268.0	3994.0	
1269.0	3039.0	
1270.0	3367.0	
1271.0	2435.0	
1272.0	3658.0	
1273.0	3555.0	
1274.0	2401.0	
1275.0	4023.0	
1276.0	4259.0	
1277.0	5069.0	
1278.0	4626.0	
1279.0	3379.0	
1280.0	3755.0	
1281.0	3094.0	
1282.0	4021.0	
1283.0	2444.0	
1284.0	4104.0	
1285.0	3254.0	
1286.0	4328.0	
1287.0	5802.0	
1288.0	4150.0	
1289.0	3247.0	
1290.0	3024.0	
1291.0	4474.0	
1292.0	3230.0	
1293.0	3672.0	
1294.0	2855.0	
1295.0	3440.0	
1296.0	3550.0	
1297.0	3751.0	
1298.0	2873.0	
1299.0	3268.0	
1300.0	3156.0	
1301.0	3378.0	
1302.0	2717.0	
1303.0	3732.0	
1304.0	3293.0	
1305.0	4117.0	
1306.0	5734.0	
1307.0	3964.0	
1308.0	3223.0	
1309.0	3269.0	
1310.0	3448.0	
1311.0	3511.0	
1312.0	2922.0	
1313.0	2878.0	
1314.0	3749.0	
1315.0	2884.0	
1316.0	3095.0	
1317.0	5305.0	
1318.0	3929.0	
1319.0	2672.0	
1320.0	2579.0	
1321.0	3233.0	
1322.0	2625.0	
1323.0	3193.0	
1324.0	6311.0	
1325.0	3884.0	
1326.0	2582.0	
1327.0	3624.0	
1328.0	3093.0	
1329.0	4160.0	
1330.0	3813.0	
1331.0	4141.0	
1332.0	3505.0	
1333.0	6266.0	
1334.0	6020.0	
1335.0	4525.0	
1336.0	2749.0	
1337.0	3643.0	
1338.0	3178.0	
1339.0	3195.0	
1340.0	5466.0	
1341.0	2987.0	
1342.0	3017.0	
1343.0	3603.0	
1344.0	3871.0	
1345.0	3889.0	
1346.0	3036.0	
1347.0	5426.0	
1348.0	5208.0	
1349.0	3546.0	
1350.0	2995.0	
1351.0	4142.0	
1352.0	3308.0	
1353.0	3457.0	
1354.0	3849.0	
1355.0	4173.0	
1356.0	3337.0	
1357.0	3806.0	
1358.0	3494.0	
1359.0	3443.0	
1360.0	3234.0	
1361.0	2726.0	
1362.0	3704.0	
1363.0	4087.0	
1364.0	2939.0	
1365.0	3567.0	
1366.0	3988.0	
1367.0	2636.0	
1368.0	2286.0	
1369.0	3299.0	
1370.0	3217.0	
1371.0	1881.0	
1372.0	3429.0	
1373.0	2992.0	
1374.0	2684.0	
1375.0	2661.0	
1376.0	3124.0	
1377.0	2956.0	
1378.0	6151.0	
1379.0	4347.0	
1380.0	3043.0	
1381.0	2851.0	
1382.0	2689.0	
1383.0	3614.0	
1384.0	3360.0	
1385.0	2095.0	
1386.0	2884.0	
1387.0	3402.0	
1388.0	3409.0	
1389.0	3007.0	
1390.0	4120.0	
1391.0	3161.0	
1392.0	3264.0	
1393.0	2297.0	
1394.0	2716.0	
1395.0	2974.0	
1396.0	4690.0	
1397.0	5464.0	
1398.0	3527.0	
1399.0	3066.0	
1400.0	3296.0	
1401.0	3465.0	
1402.0	2896.0	
1403.0	4199.0	
1404.0	2843.0	
1405.0	3662.0	
1406.0	3451.0	
1407.0	3092.0	
1408.0	2364.0	
1409.0	2528.0	
1410.0	3417.0	
1411.0	2968.0	
1412.0	4005.0	
1413.0	2935.0	
1414.0	4136.0	
1415.0	2684.0	
1416.0	2904.0	
1417.0	3082.0	
1418.0	4789.0	
1419.0	4163.0	
1420.0	4223.0	
1421.0	4209.0	
1422.0	4741.0	
1423.0	4515.0	
1424.0	4492.0	
1425.0	5601.0	
1426.0	4297.0	
1427.0	3658.0	
1428.0	5070.0	
1429.0	4508.0	
1430.0	4666.0	
1431.0	5184.0	
1432.0	3646.0	
1433.0	4249.0	
1434.0	5645.0	
1435.0	3920.0	
1436.0	4017.0	
1437.0	4661.0	
1438.0	4789.0	
1439.0	7350.0	
1440.0	4171.0	
1441.0	4012.0	
1442.0	5014.0	
1443.0	3761.0	
1444.0	3767.0	
1445.0	3938.0	
1446.0	3537.0	
1447.0	3446.0	
1448.0	3173.0	
1449.0	3063.0	
1450.0	3376.0	
1451.0	4374.0	
1452.0	2953.0	
1453.0	3699.0	
1454.0	3639.0	
1455.0	3572.0	
1456.0	3956.0	
1457.0	4899.0	
1458.0	5289.0	
1459.0	4827.0	
1460.0	3555.0	
1461.0	4282.0	
1462.0	3748.0	
1463.0	4160.0	
1464.0	4395.0	
1465.0	3759.0	
1466.0	3750.0	
1467.0	4109.0	
1468.0	8252.0	
1469.0	3096.0	
1470.0	2378.0	
1471.0	4260.0	
1472.0	3807.0	
1473.0	4032.0	
1474.0	4189.0	
1475.0	5112.0	
1476.0	3942.0	
1477.0	4064.0	
1478.0	3707.0	
1479.0	4561.0	
1480.0	3127.0	
1481.0	3631.0	
1482.0	3382.0	
1483.0	3729.0	
1484.0	4020.0	
1485.0	3272.0	
1486.0	3856.0	
1487.0	4634.0	
1488.0	3046.0	
1489.0	4396.0	
1490.0	3511.0	
1491.0	3224.0	
1492.0	3142.0	
1493.0	4677.0	
1494.0	4685.0	
1495.0	4519.0	
1496.0	3544.0	
1497.0	3527.0	
1498.0	4727.0	
1499.0	4184.0	
1500.0	3746.0	
1501.0	3702.0	
1502.0	2820.0	
1503.0	4689.0	
1504.0	3977.0	
1505.0	3868.0	
1506.0	3295.0	
1507.0	3310.0	
1508.0	3456.0	
1509.0	3343.0	
1510.0	2466.0	
1511.0	2920.0	
1512.0	4012.0	
1513.0	3806.0	
1514.0	5706.0	
1515.0	4739.0	
1516.0	3345.0	
1517.0	4071.0	
1518.0	4360.0	
1519.0	4114.0	
1520.0	4145.0	
1521.0	2155.0	
1522.0	3300.0	
1523.0	4906.0	
1524.0	3138.0	
1525.0	4323.0	
1526.0	4085.0	
1527.0	3893.0	
1528.0	3447.0	
1529.0	3593.0	
1530.0	3897.0	
1531.0	3485.0	
1532.0	3439.0	
1533.0	4176.0	
1534.0	3396.0	
1535.0	3692.0	
1536.0	4129.0	
1537.0	4569.0	
1538.0	5439.0	
1539.0	4951.0	
1540.0	5124.0	
1541.0	5215.0	
1542.0	6076.0	
1543.0	6277.0	
1544.0	5424.0	
1545.0	7329.0	
1546.0	7837.0	
1547.0	6611.0	
1548.0	6993.0	
1549.0	5798.0	
1550.0	5557.0	
1551.0	5168.0	
1552.0	7430.0	
1553.0	7244.0	
1554.0	7486.0	
1555.0	7109.0	
1556.0	6079.0	
1557.0	7463.0	
1558.0	7106.0	
1559.0	7335.0	
1560.0	7446.0	
1561.0	6702.0	
1562.0	6098.0	
1563.0	6441.0	
1564.0	6847.0	
1565.0	5903.0	
1566.0	5997.0	
1567.0	7603.0	
1568.0	7251.0	
1569.0	5459.0	
1570.0	8640.0	
1571.0	5089.0	
1572.0	4592.0	
1573.0	4444.0	
1574.0	8390.0	
1575.0	7298.0	
1576.0	7548.0	
1577.0	7117.0	
1578.0	5392.0	
1579.0	7295.0	
1580.0	5376.0	
1581.0	5703.0	
1582.0	5399.0	
1583.0	4690.0	
1584.0	5161.0	
1585.0	4686.0	
1586.0	4941.0	
1587.0	4760.0	
1588.0	5075.0	
1589.0	4491.0	
1590.0	4706.0	
1591.0	3095.0	
1592.0	3602.0	
1593.0	3283.0	
1594.0	4310.0	
1595.0	5241.0	
1596.0	4599.0	
1597.0	3519.0	
1598.0	3153.0	
1599.0	3558.0	
1600.0	5562.0	
1601.0	3341.0	
1602.0	4879.0	
1603.0	5697.0	
1604.0	4881.0	
1605.0	5154.0	
1606.0	3912.0	
1607.0	2943.0	
1608.0	3112.0	
1609.0	4229.0	
1610.0	6581.0	
1611.0	3965.0	
1612.0	4276.0	
1613.0	5470.0	
1614.0	6104.0	
1615.0	4116.0	
1616.0	4361.0	
1617.0	2768.0	
1618.0	2879.0	
1619.0	3109.0	
1620.0	3482.0	
1621.0	3076.0	
1622.0	5910.0	
1623.0	4305.0	
1624.0	6202.0	
1625.0	4729.0	
1626.0	4584.0	
1627.0	5613.0	
1628.0	5278.0	
1629.0	5426.0	
1630.0	3992.0	
1631.0	3788.0	
1632.0	3568.0	
1633.0	4486.0	
1634.0	2878.0	
1635.0	3589.0	
1636.0	4434.0	
1637.0	5205.0	
1638.0	4524.0	
1639.0	3946.0	
1640.0	3388.0	
1641.0	5342.0	
1642.0	4303.0	
1643.0	3832.0	
1644.0	4604.0	
1645.0	4529.0	
1646.0	3178.0	
1647.0	4642.0	
1648.0	4039.0	
1649.0	3868.0	
1650.0	3087.0	
1651.0	3563.0	
1652.0	3665.0	
1653.0	3326.0	
1654.0	5035.0	
1655.0	4347.0	
1656.0	2933.0	
1657.0	2878.0	
1658.0	3690.0	
1659.0	4909.0	
1660.0	3375.0	
1661.0	3393.0	
1662.0	6621.0	
1663.0	3513.0	
1664.0	4847.0	
1665.0	4323.0	
1666.0	9495.0	
1667.0	4530.0	
1668.0	3346.0	
1669.0	3703.0	
1670.0	2330.0	
1671.0	4684.0	
1672.0	4894.0	
1673.0	3392.0	
1674.0	4277.0	
1675.0	5354.0	
1676.0	4125.0	
1677.0	4223.0	
1678.0	3736.0	
1679.0	4336.0	
1680.0	3270.0	
1681.0	4014.0	
1682.0	3771.0	
1683.0	3302.0	
1684.0	2885.0	
1685.0	4594.0	
1686.0	4625.0	
1687.0	4135.0	
1688.0	4195.0	
1689.0	3918.0	
1690.0	4431.0	
1691.0	4280.0	
1692.0	2497.0	
1693.0	2698.0	
1694.0	4243.0	
1695.0	4365.0	
1696.0	4169.0	
1697.0	8163.0	
1698.0	3964.0	
1699.0	4959.0	
1700.0	4065.0	
1701.0	4820.0	
1702.0	3071.0	
1703.0	4275.0	
1704.0	5342.0	
1705.0	4180.0	
1706.0	5742.0	
1707.0	3321.0	
1708.0	4360.0	
1709.0	4339.0	
1710.0	2719.0	
1711.0	3789.0	
1712.0	4139.0	
1713.0	2976.0	
1714.0	2836.0	
1715.0	3624.0	
1716.0	3690.0	
1717.0	2382.0	
1718.0	2805.0	
1719.0	3410.0	
1720.0	4359.0	
1721.0	3658.0	
1722.0	4043.0	
1723.0	4060.0	
1724.0	5713.0	
1725.0	3930.0	
1726.0	2779.0	
1727.0	5519.0	
1728.0	3806.0	
1729.0	4452.0	
1730.0	5251.0	
1731.0	3333.0	
1732.0	2403.0	
1733.0	3020.0	
1734.0	4949.0	
1735.0	3711.0	
1736.0	3665.0	
1737.0	3141.0	
1738.0	3768.0	
1739.0	3176.0	
1740.0	3817.0	
1741.0	2966.0	
1742.0	3078.0	
1743.0	4257.0	
1744.0	3231.0	
1745.0	2850.0	
1746.0	3313.0	
1747.0	2711.0	
1748.0	3586.0	
1749.0	5491.0	
1750.0	4054.0	
1751.0	3311.0	
1752.0	2774.0	
1753.0	4619.0	
1754.0	4550.0	
1755.0	5180.0	
1756.0	3755.0	
1757.0	4400.0	
1758.0	3182.0	
1759.0	4533.0	
1760.0	4723.0	
1761.0	3616.0	
1762.0	3887.0	
1763.0	2536.0	
1764.0	4020.0	
1765.0	2585.0	
1766.0	3610.0	
1767.0	2967.0	
1768.0	3517.0	
1769.0	3902.0	
1770.0	3257.0	
1771.0	3630.0	
1772.0	4910.0	
1773.0	3769.0	
1774.0	5137.0	
1775.0	3894.0	
1776.0	3141.0	
1777.0	3289.0	
1778.0	3115.0	
1779.0	4393.0	
1780.0	3408.0	
1781.0	5396.0	
1782.0	4826.0	
1783.0	5571.0	
1784.0	5982.0	
1785.0	5187.0	
1786.0	4156.0	
1787.0	3499.0	
1788.0	6836.0	
1789.0	6236.0	
1790.0	7065.0	
1791.0	4813.0	
1792.0	4061.0	
1793.0	6658.0	
1794.0	6003.0	
1795.0	4129.0	
1796.0	3043.0	
1797.0	4324.0	
1798.0	2864.0	
1799.0	4242.0	
1800.0	5216.0	
