year,OverGunnarsfjorden,Farewell_Lake,Over_Gunnarsfjorden,Lomonosovfonna,Holsteinsborg_Dyb,SO90_39KG,CaribbeanSea,Lake_C2,DeBilt_summer,NorthGRIP,Grimsey,MD95_2011,CampCentury,Hani,GeoB95015,Yamal,DeBilt_winter,Teletskoe_Lake,Crete,MD99-2275_45,Braya_So,Lake_Anterne,KuroshioExtension,Clear_Pond,Albania,Western_Himalaya,Forfjorddalen,Lake_Korttajarv,Lower_Murray_Lake,Hells_Kitchen_Lake,Donard_Lake,Gulf_of_Alaska,AkademiiNauk,GISP2_d18O,Khibiny,East_China,Feni_Drift,Gulf_of_Taranto,SouthernAltai,Dye_3,SG95,Tibet,Gahai_Lake,ODP_Hole_1202B,Agassiz,Polar_Urals,Tornetrask,Tien_Shan,Conroy_Lake,Iceberg_Lake,Indigirka,Haukadalsvatn,Pigmy_Basin,MD99-2275,Lake_Pieni-Kauro,ColumbiaIceField,CentralEurope,Kongressvatnet,Moose_Lake,SouthernSierraNevada,B18,Dunde,Blue_Lake,LoneSprucePond,Screaming_Lynx_Lake,GeoB6008_1,Qamdo,Qigai_Nuur,Lake_of_the_Clouds,Alps,NorthernSpain,Avam_Taimyr,RAPiD213K,Prince_of_Wales,Lake_Lehmilampi,Lake_Redon,Sol_Dav,Chesapeake_Bay,Yakushima_Island,Finnish_Lapland,MSM05_5_712_1,Hallet_Lake,BorealPlateau,Sugan_Lake,FM3,Renland,Guliya,UpperWrightLakes,North_Pacific_Gyre,NorwegianSea,Spannagel_Cave,GreatBasin,Iceland,Caribbean_Sea,CariacoBasin,Pescadero_Basin,GISP2,Big_Round_Lake,Jones_Lake,Cariaco_Basin,ShiHua_Cave,North_Iceland_Shelf_SUM,Vallee_des_Merveilles,North_Iceland_Shelf_WIN,GRIP,Indo_Pacific_Warm_Pool,NINO4_region,Coast_of_Porto,Yangtze_Delta,Devon_Ice_Cap,RAPiD-35-25B,NorthernScandinavia,Basin_Pond,Buddha_Cave,Lake_Neuchatel,Karakorum_Mts,Jamtland,Bermuda_Rise,Lake_Nautajarvi,Southern_Colorado_Plateau,Laanila,Penido_Vello,Karakorum_Mountains,PennyIceCap,Nadas_Lake,IndonesianThroughflow,EasternCarpathians,ColombiaIcefield_Win
1637,11.23157482,-2.010607053,-6.594744066,-17.5987992,-6.759335827,26.22539683,26.14687117,0.60998415,16.13464293,-35.34,1.29,10.31837714,-29.785,-20.4591098,25.41111111,2.861,1.657009082,-3.118847955,-34.4,7.845073061,5.8392875,9.082178747,-0.1,18.26,1.006,0.023523345,-0.538785797,-64.5,2.607785595,17.93,2.947621,7.19,-22.3,-35.92,-0.246575579,-0.166666667,14.34810811,-0.541466667,14.48248836,-28.77,-7.194837203,1.68,14.94722603,26.04592593,-0.183016189,0.596,9.451,0.562062032,18.005,-0.07,8.52714286,5.2,23.00923077,6.906364286,15.07010667,-1.78,0.1616532,1.3,13.34591443,17,-36.74,-10.748,0.036,19.82735168,15.61970667,19.55,5.00599,4.045461812,17.37,-0.905950885,-1.005796565,1.473,9.672255896,-25.72455192,-51.94,-0.39859192,1.107,15.92725681,21.04657143,13.19202123,3.1,-0.145454545,1.322,14.2841396,6.516819707,-28.08,-14.01664717,1.311,17.48090909,-1.274,1.3,-0.2569,3.132559333,27.04631902,25.0844,12.28378378,-32.923875,1.96,15.92354831,28.1626,22.36186709,6.550916141,0.497478281,2.275419847,-35.35,27.928,26.22,14.61149993,3.810967627,-27.08,7.123500074,-0.395642,19.53,-9.497225806,9.330192489,0.62,0.71329235,21.8512,-62.222,14.96,0.122486393,1.255,-0.02,-23.35105423,8.350235961,-0.778019391,1.83,-1.800048177
1638,11.24000788,-2.013983771,-6.579986213,-14.98297164,-6.678280775,26.19365079,26.14509202,1.18602844,16.13897401,-35.44,0.861,10.34017011,-29.78,-20.46555997,25.3,0.078,1.68552207,-2.574465758,-33.8,7.688434508,5.810625,9.079509025,-0.03,18.2525,0.979,0.056651399,-2.605302845,-80.542,-0.999596293,17.9325,2.465641,7.174,-19.8,-38.1,0.078175382,-0.2,14.35432432,-0.626,14.45426706,-27.98,-7.195693634,1.69,14.99699003,26.0362963,-0.421584777,-0.543,8.357,0.552813108,18.0075,-0.08,8.508652832,5.4,23.08538462,6.886591429,15.06919333,0.23,0.598363902,1.611111111,13.32274339,14.72,-38.16,-10.9024,0.073,21.90374905,15.61146,19.56666667,4.72719,4.038833606,17.355,-0.866991903,-0.986339866,0.75,9.664923035,-25.5960327,-48.91,-0.39361534,1.042,16.3727821,21.05609524,12.17877384,3.105555556,-0.136363636,1.247,14.23886365,6.522828897,-28.02,-13.94805585,1.05,17.47,-1.266,1.7,-0.3085,3.142434,27.04834356,25.281,12.58648649,-32.887375,1.88,15.92139293,28.4392,22.49616983,6.569616058,0.280238888,2.280778626,-35.16,27.907,26.2,14.6540315,4.100860215,-26.83,7.069059008,-1.688756,19.52,-9.517,9.326346557,0.89,0.799648266,21.8538,-58.304,14.63,-1.130578558,1.25,0.307,-23.43642508,8.353456799,-0.76748553,1.067,-1.780392253
1639,11.24844094,-2.017360489,-6.56522836,-19.03051568,-6.597225723,26.16190476,26.14331288,0.40150593,16.1433051,-37.44,1.297,10.36196309,-29.775,-20.47201014,25.4,-1.365,1.714035058,-2.130052548,-33.75,7.531795955,5.7819625,9.076839303,-0.02,18.245,1.013,0.097787956,1.129830454,-65.867,3.229665248,17.935,1.983661,6.412,-21.8,-37.73,0.144824251,-0.233333333,14.36054054,-0.4876,14.42604576,-27.32,-7.196550066,1.7,15.04675403,26.02666667,-0.557909685,-0.702,9.262,0.543564184,18.01,-0.07,8.490162803,5.775,23.16153846,6.866818571,15.06828,-0.44,-1.748956119,1.922222222,13.30660115,15.16,-38.99,-11.0568,0.061,23.98014642,15.60321333,19.58333333,4.80284,4.0322054,17.34,-2.711050355,-0.966883166,1.293,9.806993841,-25.46751349,-58.63,-0.388638759,1.154,15.63142487,21.06561905,12.64920815,3.111111111,-0.127272727,0.984,14.1935877,6.528838087,-30.31,-13.87946454,0.67,17.47863636,-1.258,1.65,-0.3783,3.152308667,27.0503681,25.3879,12.88918919,-32.8525,2.05,15.91923756,28.6074,23.29502642,6.588315976,-0.888359223,2.286137405,-36.45,27.886,26.18,14.69656307,4.100967742,-27.312,7.014617942,0.347644,19.51,-9.540333333,9.322500625,0.43,0.702152411,21.8564,-57.7,14.75,0.594228492,1.245,0.583,-23.52179593,8.356677636,-0.753535915,1.317,-1.760736329
1640,11.256874,-2.020737207,-6.550470507,-20.11970758,-6.516170671,26.13015873,26.14153374,0.40395347,16.14763619,-37.88,1.009,10.38375606,-29.77,-20.47846031,25.5,-2.095,1.742548047,-1.95019741,-34.23,7.375157402,5.7533,9.074169581,-0.02,18.2375,1.109,0.138924512,0.269851309,-59.615,2.009173883,17.9375,2.465641,7.099,-22.6,-35.56,-0.454828541,-0.266666667,14.36675676,-0.3492,14.39782447,-27.97,-7.197406497,1.7,15.09651803,26.01703704,0.600852031,-0.588,11.332,0.529974968,18.0125,-0.08,8.471672774,6.15,23.23769231,6.847045714,15.06736667,-0.4,0.146765335,2.233333333,13.30876825,16.65,-38.27,-11.2112,0.039,24.62325686,15.59496667,19.6,4.65154,4.025577194,17.325,-2.126665635,-0.947426467,1.535,10.07178691,-25.33899428,-67.44,-0.383662178,1.323,13.65474093,21.07514286,13.59447614,3.116666667,-0.118181818,1.261,14.14831174,6.534847277,-28.18,-13.81087323,1.156,17.48727273,-1.25,1.6,-0.4781,3.162183333,27.05239264,25.3337,13.19189189,-32.81775,2.33,15.91708219,28.6377,21.50096899,6.607015894,-0.633664763,2.291496183,-35.64,27.865,26.16,14.70074918,4.101075269,-27.794,6.960176875,0.754924,19.5,-9.563666667,9.318654693,0.7,0.97215086,21.859,-55.706,14.7,1.149508255,1.24,0.567,-23.60716678,8.359898474,-0.7395863,1.568,-1.741080405
1641,11.26530706,-2.024113925,-6.535712653,-15.06414755,-6.43511562,26.0984127,26.1397546,1.30874242,16.15196728,-35.04,0.937,10.40554904,-29.7585,-20.48491048,25.6,-2.62,1.771061035,-1.695324122,-34.86,7.652140845,5.79801,9.071499859,-0.06,18.23,1.019,0.165570175,-1.308916374,-59.435,1.492897808,17.94,2.754829,6.839,-20.6,-35.43,-1.994639657,-0.3,14.37297297,-0.2108,14.36960317,-28.03,-7.198262928,1.72,15.14628202,26.00740741,0.862141437,-0.884,8.252,0.516103795,18.015,-0.04,8.453182745,6.525,23.31384615,6.827272857,15.06645333,-2.27,-0.304833231,2.544444444,13.31093534,13.93,-37.41,-11.3656,0.052,23.49892413,15.58672,19.61666667,4.8799,4.018948988,17.31,-2.425351159,-0.927969768,1.278,10.33657998,-25.21047506,-60.48,-0.378685597,0.906,11.67805699,21.08466667,10.90074249,3.122222222,-0.109090909,0.769,14.10303579,6.540856467,-26.97,-13.74228192,0.629,17.49590909,-1.25,1.135,-0.5749,3.172058,27.05441718,25.0583,13.49459459,-32.784625,2.36,15.91492681,28.2732,22.61902038,6.625715812,-1.041925,2.296854962,-36.9,27.844,26.14,14.67266297,4.101182796,-28.276,6.905735809,-1.973852,19.4975,-9.595322581,9.314808761,0.49,0.695074241,21.8616,-57.148,14.43,-1.317309806,1.235,0.058,-23.69253763,8.363119311,-0.725636685,0.909,-1.72142448
1642,11.27374011,-2.027490644,-6.5209548,-13.26166483,-6.354060568,26.06666667,26.13797546,1.07930634,16.15629836,-34.1,1.38,10.42734201,-29.747,-20.49136065,25.7,-3.756,1.799574023,-1.749397685,-36.07,7.929124287,5.84272,9.068830137,-0.06,18.2225,1.053,0.189205653,0.24418029,-63.318,2.788331506,17.9425,2.369245,6.971,-22.9,-34.86,-1.196614545,-0.333333333,14.37918919,-0.0724,14.34138188,-30.21,-7.199119359,1.73,15.27916698,25.99777778,1.350639023,-1.292,9.622,0.502232621,18.0175,0.005,8.434692717,6.9,23.39,6.8075,15.06554,-0.12,-0.478524987,2.855555556,13.31310243,14.42,-37.68,-11.52,0.088,22.3745914,15.57847333,19.63333333,5.0144,4.012320782,17.295,-2.853899954,-0.908513068,0.376,10.60137305,-25.21204419,-56.29,-0.373709016,0.953,9.701373057,21.09419048,11.55128943,3.127777778,-0.1,0.785,14.05775984,6.546865657,-27.18,-13.67369061,0.542,17.50454545,-1.25,0.67,-0.6634,3.181932667,27.05644172,24.7148,13.7972973,-32.7515,2.31,15.91271802,28.2514,22.83460345,6.644415729,-1.128071656,2.30221374,-33.67,27.823,26.12,14.64457675,4.101290323,-28.758,6.851294742,0.052366,19.495,-9.627903226,9.310962829,0.5,0.698104235,21.8642,-59.409,14.18,0.559830631,1.23,0.5,-23.77790848,8.366340148,-0.711687071,0.251,-1.701768556
1643,11.28217317,-2.030867362,-6.506196947,-16.03297257,-6.273005516,26.03492063,26.13619632,1.3159428,16.16062945,-34.56,1.347,10.44913499,-29.7355,-20.49781082,25.8,-1.79,1.828087012,-2.368287935,-35.3,8.20610773,5.88743,9.066160415,-0.08,18.215,1.126,0.212841131,-1.848007778,-64.143,1.599209653,17.945,4.393561,6.85,-21.5,-35.72,-1.245673264,-0.366666667,14.38540541,-0.1122,14.31316058,-28.52,-7.19997579,1.73,15.42695097,25.98814815,0.987105936,-0.577,8.268,0.488361448,18.02,0.05,8.416202688,6.575,23.41416667,6.842096667,15.06462667,-1.61,0.280756119,3.166666667,13.31526953,15.1,-38.05,-11.6744,0.048,21.39425604,15.57022667,19.65,4.8869,4.005692576,17.28,-2.126665635,-0.889056369,0.646,10.86616612,-25.21361333,-63.26,-0.368732436,0.858,9.259636364,21.10371429,12.98927423,3.133333333,-0.105,0.842,14.01248388,6.552874847,-26.79,-13.60509929,0.77,17.51318182,-1.25,0.695,-0.777,3.191807333,27.05846626,24.7845,14.1,-32.71925,2.24,15.91046893,28.373,22.73152441,6.663115647,-0.251623073,2.307572519,-35.21,27.802,26.1,14.61649053,4.10139785,-29.24,6.796853676,-1.444388,19.4925,-9.660483871,9.307116897,0.54,0.969399742,21.8668,-53.316,13.87,-0.963503231,1.225,0.625,-23.81704882,8.369560986,-0.703705396,0.373,-1.682112632
1644,11.29060623,-2.03424408,-6.491439094,-12.82463639,-6.191950464,26.0031746,26.13441718,1.11801199,16.16496054,-35.75,1.108,10.47092796,-29.724,-20.50426099,25.9,-4.921,1.8566,-2.551670833,-35.57,8.269445203,5.93214,9.063490692,-0.09,18.2075,1.001,0.236476608,-1.244738826,-65.381,3.001558453,17.9475,2.97172,6.524,-22.5,-35.94,-1.89888004,-0.4,14.39162162,-0.152,14.28493929,-28.53,-7.200832221,1.73,15.57473497,25.97851852,0.703095711,-1.409,9.301,0.474490274,18.0225,-0.07,8.397712659,6.25,23.43833333,6.876693333,15.06371333,-0.24,-0.21054342,3.477777778,13.31743662,14.19,-38.05,-11.8288,0.143,22.32782221,15.56198,19.66666667,4.66975,3.99906437,17.265,-2.074720326,-0.869599669,0.394,11.13095919,-25.21518246,-59.38,-0.363755855,1.024,9.719376623,21.1132381,11.35043873,3.138888889,-0.11,0.739,13.96720793,6.558884036,-27.18,-13.53650798,0.566,17.52181818,-1.25,0.72,-0.8457,3.201682,27.0604908,25.0384,13.84864865,-32.687125,2.33,15.90821985,28.4784,22.83524341,6.681815565,-1.034433987,2.312931298,-38.27,27.781,26.08,14.58840431,4.101505377,-29.064,6.742412609,-0.782558,19.49,-9.684290323,9.303270965,0.34,0.842516815,21.8694,-54.826,13.99,-0.835739746,1.22,0.75,-23.85618917,8.372781823,-0.698743643,0.589,-1.662456707
1645,11.29903929,-2.037620798,-6.47668124,-11.49995884,-6.476588578,26.00711462,26.13263804,0.65673873,16.16929163,-36.84,0.753,10.49272094,-29.7125,-20.51071116,26,-1.256,1.885112988,-2.348027565,-33.54,8.332782677,5.97685,9.06082097,-0.1,18.2,0.974,0.262639951,-0.192227037,-64.4,2.249652575,17.95,3.164512,6.959,-21,-34.91,-1.633848819,-0.433333333,14.39783784,-0.1918,14.25671799,-29.03,-7.201688652,1.71,15.72251896,25.96888889,-1.852996308,0.56,8.083,0.460619101,18.025,0,8.379222631,5.925,23.4625,6.91129,15.0628,-0.3,0.052475525,3.788888889,13.31960371,14.66,-37.31,-11.9832,0.069,23.26138839,15.55373333,19.68333333,4.80705,3.992436164,17.25,-1.412417643,-0.85014297,0.956,11.39575226,-25.21675159,-79.66,-0.358779274,1.068,10.17911688,21.1227619,11.39427592,3.144444444,-0.115,0.742,13.92193198,6.564893226,-27.22,-13.46791667,0.71,17.53045455,-1.25,0.47,-0.8959,3.211556667,27.06251534,25.1572,13.5972973,-32.656625,2.28,15.90597076,28.6298,22.29201176,6.700515482,0.048017469,2.318290076,-35.72,27.76,26.06,14.56031809,4.101612903,-28.888,6.687971543,-0.02909,19.4875,-9.705903226,9.299425033,0.52,0.711547114,21.872,-58.087,14.03,-0.349255706,1.215,0.343,-23.89532951,8.376002661,-0.69378189,0.35,-1.642800783
1646,11.30747235,-2.040997516,-6.461923387,-17.10268225,-6.761226692,26.01501976,26.1308589,0.5185894,16.17362271,-37.16,1.259,10.50457517,-29.701,-20.51716133,26.1,0.033,1.913625977,-2.277680383,-33.31,8.39612015,6.02156,9.058151248,-0.08,18.22,1.141,0.289766954,-1.334587393,-65.621,2.555034794,17.9525,3.815185,6.777,-20.7,-34.05,-1.775273216,-0.466666667,14.40405405,-0.2316,14.22849669,-27.85,-7.202545083,1.72,15.87030296,25.95925926,-1.659869355,-0.093,8.392,0.453943765,18.0275,-0.11,8.360732602,5.6,23.48666667,6.945886667,15.06188667,-0.04,0.151727957,4.1,13.32177081,14.38,-36.61,-12.0033,0.059,24.19495457,15.54548667,19.7,4.86309,3.985807958,17.235,-1.672144185,-0.830686271,0.936,11.66054533,-25.21832072,-57.25,-0.353802693,0.9,10.63885714,21.17266451,12.42825349,3.15,-0.12,0.764,13.87665603,6.570902416,-29.08,-13.38054167,0.589,17.53909091,-1.27,0.22,-0.9227,3.221431333,27.06453988,24.9732,13.34594595,-32.62575,2.04,15.90372168,28.588,21.85639481,6.7192154,-0.352751755,2.323648855,-34.35,27.747,26.074,14.53223187,4.10172043,-28.712,6.658352409,0.215278,19.485,-9.727516129,9.295579101,0.5,0.900251245,21.8746,-56.375,13.57,-0.68832034,1.21,0.476,-23.93446986,8.379223498,-0.688820136,2.314,-1.658362432
1647,11.31590541,-2.044374234,-6.447165534,-13.22934549,-7.045864806,26.0229249,26.12907975,1.01608174,16.1779538,-37.99,0.961,10.48560821,-29.6895,-20.5236115,26.2,-1.247,1.942138965,-2.311809283,-34.63,8.309438491,6.06627,9.055481526,-0.08,18.24,1.021,0.316893958,-1.642639624,-65.684,2.015831832,17.955,3.501898,7.16,-24.2,-35.59,-1.851400964,-0.5,14.41027027,-0.330525,14.2002754,-28.07,-7.203401514,1.72,15.41823851,25.94962963,-1.38721954,0.068,7.865,0.450860955,18.03,-0.11,8.342242573,5.2,23.51083333,6.980483333,15.06097333,-1.23,-1.332095904,4.088888889,13.3239379,14.75,-37.02,-12.0234,0.059,25.12852075,15.53724,19.69166667,4.67676,3.979179752,17.22,-2.022775018,-0.811229571,0.606,11.44753234,-25.70001521,-57.26,-0.348826112,1.07,11.49170984,21.24336831,12.55894804,3.155555556,-0.125,0.515,13.87243846,6.576911606,-27.5,-13.29316667,0.464,17.54772727,-1.29,0.595,-0.9241,3.231306,27.06656442,25.0485,13.09459459,-32.594875,2.22,15.90147259,28.4917,22.49900717,6.744346278,-0.768503006,2.330056818,-36.26,27.734,26.088,14.50414566,4.101827957,-28.536,6.628733276,-1.678574,19.4825,-9.729709677,9.291733169,0.7,0.91486729,21.8772,-61.583,13.97,-1.160062439,1.205,0.193,-23.9736102,8.382444336,-0.683858383,1.346,-1.673924082
1648,11.32433847,-2.047750953,-6.432407681,-11.19564358,-7.33050292,26.03083004,26.12730061,0.80536045,16.18228489,-36.57,1.068,10.46664125,-29.678,-20.53006167,26.11111111,1.234,1.970651953,-2.196981887,-33.96,8.222756831,6.11098,9.052811804,-0.07,18.26,1.147,0.344020962,0.449548444,-76.375,0.710517403,17.9575,2.128255,7.019,-21.8,-37.45,-1.241841556,-0.533333333,14.41648649,-0.42945,14.1720541,-26.2,-7.204257945,1.74,14.76301253,25.94,-1.137290542,0.608,9.631,0.447778144,18.0325,-0.1,8.323752544,4.8,23.535,7.01508,15.06006,-0.45,-0.731618689,4.077777778,13.32610499,15.93,-39.11,-12.0435,0.067,25.23286666,15.52899333,19.68333333,4.94855,3.972551546,17.205,-2.243542579,-0.791772872,0.534,11.19637069,-26.1817097,-57.25,-0.343849532,1.19,12.45544041,21.31407211,13.50028585,3.161111111,-0.13,0.84,13.8762754,6.582920796,-27.63,-13.20579167,0.763,17.55636364,-1.31,0.97,-0.9007,3.241180667,27.06858896,25.3178,12.84324324,-32.524,2.03,15.8992235,28.468,22.67832546,6.787024421,-0.195440471,2.338912879,-36.09,27.721,26.102,14.47605944,4.101935484,-28.36,6.599114142,1.34548,19.48,-9.723580645,9.287887237,0.62,0.871376875,21.8798,-62.667,14.3,1.400121245,1.2,0.392,-23.88382227,8.385956778,-0.67889663,1.09,-1.689485731
1649,11.33277153,-2.051127671,-6.417649827,-11.22886907,-7.615141033,26.03873518,26.12552147,1.08159945,16.18661598,-35.77,1.045,10.44767429,-29.6665,-20.53651184,26.02222222,-1.704,1.993510856,-1.705126254,-32.32,8.136075172,6.15569,9.050142082,-0.02,18.28,1.127,0.362232245,0.757600675,-70,0.793967977,17.96,2.851225,6.93,-23.5,-34.48,-1.419190478,-0.566666667,14.4227027,-0.528375,14.14383281,-27.07,-7.205114376,1.75,14.10778656,25.920625,-1.046407271,-0.555,10.186,0.444695333,18.035,-0.17,8.305262516,4.4,23.55916667,7.049676667,15.05914667,-0.81,-0.448749258,4.066666667,13.32827209,13.93,-39.44,-12.0636,0.073,25.29526589,15.52074667,19.675,4.72719,3.96592334,17.19,-2.243542579,-0.772316172,0.925,10.94520904,-26.66340419,-58.74,-0.338872951,1.05,13.41917098,21.38477591,12.75319102,3.166666667,-0.135,0.862,13.88011235,6.588929986,-26.94,-13.11841667,0.845,17.565,-1.33,1.085,-0.8579,3.251055333,27.0706135,25.2398,12.59189189,-32.45125,2.38,15.89697442,28.632,22.97867744,6.829702564,-0.004419626,2.347768939,-34.04,27.708,26.116,14.45730046,3.791895214,-28.39,6.569495008,0.592012,19.4775,-9.717451613,9.284041305,0.8,0.948839688,21.8824,-61.6,14.33,1.475342942,1.195,0.518,-23.79403434,8.389741648,-0.673934877,1.335,-1.70504738
1650,11.34120459,-2.054504389,-6.402891974,-10.53808097,-7.899779147,26.04664032,26.12374233,0.91775853,16.19094706,-37.32,1.194,10.42870732,-29.655,-20.54296201,25.93333333,0.883,1.971086136,-2.050944677,-34.44,7.982873644,6.2004,9.04747236,0.03,18.3,1.087,0.376032312,-0.140884998,-69.758,-0.338662826,17.9625,2.224651,7.165,-23.2,-33.46,-1.479671008,-0.6,14.42891892,-0.6273,14.11561151,-29.04,-7.208241948,1.76,13.45256059,25.90125,-0.921442772,-0.014,9.673,0.441612523,18.0375,-0.2,8.286772487,4.9,23.58333333,7.084273333,15.05823333,-0.98,-1.178254634,4.055555556,13.33043918,14.44,-38.8,-12.0837,0.074,25.35766511,15.5125,19.66666667,4.72999,3.959295134,17.175,-1.840966438,-0.752859473,0.685,10.6940474,-27.14509867,-53.41,-0.33389637,1.018,14.38290155,21.45547971,11.76434511,3.172222222,-0.14,0.773,13.88394929,6.594939176,-27.11,-13.03104167,0.835,17.57363636,-1.35,1.2,-0.8204,3.26093,27.07263804,25.1768,12.34054054,-32.37975,2.15,15.89472533,28.5394,23.06605608,6.872380707,-0.000674119,2.356625,-36.5,27.695,26.13,14.45534095,3.446908646,-28.42,6.539875875,0.317098,19.475,-9.7076,9.280195373,0.34,0.935080359,21.885,-62.063,14.62,0.28464774,1.19,0.352,-23.70424642,8.393526517,-0.668973124,0.507,-1.720609029
1651,11.34963765,-2.057881107,-6.388134121,-17.36824883,-8.184417261,26.05454545,26.12196319,0.58644209,16.193,-37.12,1.396,10.40974036,-29.6435,-20.54941218,25.84444444,-2.513,1.948661417,-2.492863945,-33.95,7.829672116,6.281428571,9.059990812,0.02,18.32,1.183,0.38983238,0.449548444,-71.6,0.257941331,17.965,2.080057,7.673,-21.6,-33.39,-1.410426382,-0.633333333,14.43513514,-0.534125,14.08739022,-27.52,-7.212126567,1.77,12.79733461,25.881875,-0.796478273,-0.163,10.401,0.438529712,18.04,-0.17,8.268282458,5.4,23.6075,7.11887,15.05732,-0.86,-1.019450742,4.044444444,13.33260627,15.26,-38.31,-12.1038,0.029,25.28401255,15.515975,19.65833333,5.03821,3.952666928,17.16,-1.412417643,-0.733402773,0.667,10.44288575,-27.62679316,-53.44,-0.328919789,1.216,14.36179775,21.52618351,12.82175281,3.177777778,-0.145,1.033,13.88778624,6.600948366,-28.66,-12.94366667,1.12,17.58227273,-1.37,0.88,-0.75,3.270804667,27.07466258,25.2895,12.08918919,-32.307625,2.14,15.89247624,28.5132,22.78675338,6.91505885,0.426313652,2.365481061,-35.24,27.682,26.144,14.45338145,3.101922077,-28.45,6.510256741,0.17455,19.4725,-9.695266667,9.276349441,0.84,0.941340887,21.8876,-67.474,14.3,0.713298013,1.185,0.246,-23.61445849,8.397311387,-0.664011371,1.376,-1.736170679
1652,11.3580707,-2.061257825,-6.373376268,-17.93248881,-8.469055375,26.06245059,26.12018405,0.43548467,16.193,-35.84,1.624,10.3907734,-29.632,-20.55586235,25.75555556,-1.933,1.926236697,-2.612776216,-33.53,7.676470588,6.362457143,9.072509265,0.01,18.34,1.14,0.403632447,0.102989684,-63.065,1.503344994,17.9675,1.863166,7.099,-23,-33.86,-1.809120402,-0.666666667,14.44135135,-0.44095,14.05916892,-26.94,-7.216011186,1.76,12.55661711,25.8625,-0.682874183,-0.633,11.077,0.435446901,18.0425,-0.18,8.24979243,5.9,23.63166667,7.12128,15.05640667,0.54,-1.252693958,4.033333333,13.33477337,14.42,-36.84,-12.1239,0.046,25.11623452,15.51945,19.65,4.58569,3.946038722,17.145,-1.996802363,-0.713946074,1.303,10.1917241,-27.29080026,-56.22,-0.323943208,1.022,14.25505618,21.59688731,12.76876157,3.183333333,-0.15,0.951,13.89162318,6.606957556,-27.59,-12.85629167,0.895,17.59090909,-1.39,0.56,-0.6732,3.280679333,27.07668712,25.5954,11.83783784,-32.235125,2.15,15.89022716,28.7016,23.29926987,6.957736993,-1.319092501,2.374337121,-35.86,27.669,26.158,14.45142195,2.756935508,-28.48,6.480637608,-0.090182,19.47,-9.682933333,9.272503509,0.6,1.144570809,21.8902,-62.105,14.45,0.887933309,1.18,0.448,-23.52467056,8.401096257,-0.659049618,0.892,-1.751732328
1653,11.36650376,-2.064634543,-6.358618414,-18.30106519,-8.799312342,26.07035573,26.11840491,0.94341401,16.193,-35.51,1.353,10.37180644,-29.6205,-20.56231252,25.66666667,0.267,1.903811977,-2.637686965,-34.07,7.640159767,6.443485714,9.085027717,-0.02,18.36,1.161,0.417432514,-0.667140893,-77.727,1.013043877,17.97,2.00776,6.907,-22.1,-34.88,-1.533351096,-0.7,14.44756757,-0.347775,14.03094763,-26.76,-7.219895805,1.76,12.54304511,25.843125,-0.17165578,0.284,8.949,0.432364091,18.045,-0.07,8.231302401,6.4,23.65583333,7.12369,15.05549333,-1.55,-0.771319662,4.022222222,13.33694046,16.26,-35.67,-12.144,0.032,24.9484565,15.522925,19.64166667,5.10546,3.939410516,17.13,-1.568253568,-0.694489375,0.58,9.94056245,-26.95480736,-52.13,-0.318966628,1.119,14.14831461,21.66759111,12.50696494,3.188888889,-0.155,0.762,13.89546013,6.612966746,-28.28,-12.76891667,0.708,17.59954545,-1.41,0.7,-0.5894,3.290554,27.07871166,25.0917,11.58648649,-32.163375,2.42,15.88874054,28.9958,23.22629962,7.000415136,-1.311601488,2.383193182,-34.56,27.656,26.172,14.44946244,2.41194894,-28.51,6.451018474,-0.568736,19.4675,-9.668322581,9.268657577,0.39,1.132839737,21.8928,-59.353,14.81,0.861473416,1.175,-0.08,-23.88399183,8.404881127,-0.651463751,1.212,-1.767293977
1654,11.37493682,-2.068011261,-6.343860561,-14.38226992,-9.129569309,26.07826087,26.11662577,1.47184539,16.193,-35.68,1.615,10.35283948,-29.609,-20.56876269,25.57777778,0.505,1.881387258,-2.463351139,-35.63,7.603848947,6.524514286,9.09754617,-0.05,18.38,1.089,0.431232582,-0.846838027,-63.292,2.465299504,17.9725,3.019918,6.834,-22,-35.41,-1.470431501,-0.733333333,14.45378378,-0.2546,14.0087402,-28.25,-7.223780424,1.78,12.52947311,25.82375,-0.046691281,0.263,9.169,0.42928128,18.0475,-0.16,8.212812372,5.85,23.68,7.1261,15.05458,-0.54,-1.610002714,4.011111111,13.33910755,16.04,-36.44,-12.1641,0.028,24.78067847,15.5264,19.63333333,4.81265,3.93278231,17.115,-1.776034802,-0.675032675,1.178,9.827292464,-26.61881446,-53.06,-0.313990047,1.096,14.04157303,21.73829491,12.44518861,3.194444444,-0.16,0.822,13.89929707,6.618975935,-28.89,-12.68154167,0.682,17.60818182,-1.43,1.1,-0.5059,3.300428667,27.0807362,25.1264,11.33513514,-32.09,2.78,15.88733959,29.1274,23.02450216,7.043093279,-1.199236285,2.392049242,-35.1,27.643,26.186,14.44750294,2.066962371,-28.474,6.42139934,0.103276,19.465,-9.652193548,9.264811645,0.83,1.199359606,21.8954,-61.346,15.25,0.808553629,1.17,0.464,-24.2433131,8.408665997,-0.643851377,0.81,-1.782855627
