year,TR15YOLL,TR15YOLL,TR14KOSP,TR14KOSP,TR16LAAN,TR16LAAN,TR07REVI,TR07REVI,TR07RECA,TR07RECA,IC12WACD,IC12WACD,IC12WACD,IC13BOCG,IC13BOCG,IC13BOCG,IC13BOCG,IC13BOCG,IC13BOCG,TR16LAFO,TR16LAFO,TR15YONW,TR15YONW
1453,,,,,-0.0706,1453.0,,,,,,,,,,,,,,0.0499,1453.0,,
1454,,,,,1.2262,1454.0,,,,,,,,,,,,,,0.6164,1454.0,,
1455,,,,,0.0287,1455.0,,,,,,,,,,,,,,-0.39,1455.0,,
1456,,,,,-1.5965,1456.0,,,,,,,,,,,,,,-0.7705,1456.0,,
1457,,,,,0.2592,1457.0,,,,,,,,,,,,,,0.6372,1457.0,,
1458,,,,,0.663,1458.0,,,,,,,,,,,,,,-0.2511,1458.0,,
1459,,,,,-0.3818,1459.0,,,,,,,,,,,,,,-0.822,1459.0,,
1460,,,,,-0.215,1460.0,,,,,,,,,,,,,,-0.6846,1460.0,,
1461,,,,,0.6084,1461.0,,,,,,,,,,,,,,-0.4422,1461.0,,
1462,,,,,1.1263,1462.0,,,,,,,,,,,,,,0.3892,1462.0,,
1463,,,,,1.2215,1463.0,,,,,,,,,,,,,,0.3519,1463.0,,
1464,,,,,-0.0195,1464.0,,,,,,,,,,,,,,-0.0194,1464.0,,
1465,,,,,-0.6454,1465.0,,,,,,,,,,,,,,-0.4727,1465.0,,
1466,,,,,-0.6578,1466.0,,,,,,,,,,,,,,-0.4029,1466.0,,
1467,,,,,0.4317,1467.0,,,,,,,,,,,,,,-0.1398,1467.0,,
1468,,,,,0.5328,1468.0,,,,,,,,,,,,,,0.1426,1468.0,,
1469,,,,,0.8658,1469.0,,,,,,,,,,,,,,0.6161,1469.0,,
1470,,,,,0.8152,1470.0,,,,,,,,,,,,,,0.1502,1470.0,,
1471,,,,,0.5571,1471.0,,,,,,,,,,,,,,-0.0046,1471.0,,
1472,,,,,0.4057,1472.0,,,,,,,,,,,,,,0.3352,1472.0,,
1473,,,,,0.0803,1473.0,,,,,,,,,,,,,,0.367,1473.0,,
1474,,,,,0.4174,1474.0,,,,,,,,,,,,,,-0.6979,1474.0,,
1475,,,,,-0.6062,1475.0,,,,,,,,,,,,,,-0.216,1475.0,,
1476,,,,,-0.8462,1476.0,,,,,,,,,,,,,,-0.2485,1476.0,,
1477,,,,,-0.8186,1477.0,,,,,,,,,,,,,,0.0023,1477.0,,
1478,,,,,1.4979,1478.0,,,,,,,,,,,,,,-0.1004,1478.0,,
1479,,,,,-0.6867,1479.0,,,,,,,,,,,,,,-0.906,1479.0,,
1480,,,,,-0.0716,1480.0,,,,,,,,,,,,,,-0.8206,1480.0,,
1481,,,,,-0.5694,1481.0,,,,,,,,,,,,,,-1.0356,1481.0,,
1482,,,,,-0.8219,1482.0,,,,,,,,,,,,,,-0.3894,1482.0,,
1483,,,,,-0.3542,1483.0,,,,,,,,,,,,,,-0.1252,1483.0,,
1484,,,,,0.3981,1484.0,,,,,,,,,,,,,,-0.8446,1484.0,,
1485,,,,,-1.1308,1485.0,,,,,,,,,,,,,,-1.146,1485.0,,
1486,,,,,-0.2753,1486.0,,,,,,,,,,,,,,-0.4363,1486.0,,
1487,,,,,1.3082,1487.0,,,,,,,,,,,,,,-0.3175,1487.0,,
1488,,,,,0.2612,1488.0,,,,,,,,,,,,,,-0.3158,1488.0,,
1489,,,,,-0.3015,1489.0,,,,,,,,,,,,,,-0.1334,1489.0,,
1490,,,,,0.0045,1490.0,,,,,,,,,,,,,,-0.0828,1490.0,,
1491,,,,,1.0448,1491.0,,,,,,,,,,,,,,0.0254,1491.0,,
1492,,,,,1.6732,1492.0,,,,,,,,,,,,,,0.71,1492.0,,
1493,,,,,1.7041,1493.0,,,,,,,,,,,,,,0.3348,1493.0,,
1494,,,,,-0.7088,1494.0,,,,,,,,,,,,,,-1.0794,1494.0,,
1495,,,,,-0.1599,1495.0,,,,,,,,,,,,,,0.3319,1495.0,,
1496,,,,,0.1731,1496.0,,,,,,,,,,,,,,0.0463,1496.0,,
1497,,,,,0.6787,1497.0,,,,,,,,,,,,,,0.2871,1497.0,,
1498,,,,,-1.2415,1498.0,,,,,,,,,,,,,,-0.539,1498.0,,
1499,,,,,-0.4941,1499.0,,,,,,,,,,,,,,-0.7818,1499.0,,
1500,,,,,0.1094,1500.0,,,,,,,,,,,,,,-1.1327,1500.0,,
1501,,,,,-0.3911,1501.0,,,,,,,,,,,,,,0.4171,1501.0,,
1502,,,,,-0.9275,1502.0,,,,,,,,,,,,,,0.3215,1502.0,,
1503,,,,,0.5695,1503.0,,,,,,,,,,,,,,-0.8185,1503.0,,
1504,,,,,-0.1307,1504.0,,,,,,,,,,,,,,0.1885,1504.0,,
1505,,,,,-0.8927,1505.0,,,,,,,,,,,,,,-0.7638,1505.0,,
1506,,,,,-1.2685,1506.0,,,,,,,,,,,,,,-0.7631,1506.0,,
1507,,,,,0.2264,1507.0,,,,,,,,,,,,,,0.1644,1507.0,,
1508,,,,,-0.7932,1508.0,,,,,,,,,,,,,,0.2097,1508.0,,
1509,,,,,0.3947,1509.0,,,,,,,,,,,,,,1.001,1509.0,,
1510,,,,,0.9721,1510.0,,,,,,,,,,,,,,1.5765,1510.0,,
1511,,,,,0.3119,1511.0,,,,,,,,,,,,,,-0.4034,1511.0,,
1512,,,,,0.234,1512.0,,,,,,,,,,,,,,0.1245,1512.0,,
1513,,,,,0.5664,1513.0,,,,,,,,,,,,,,-0.2665,1513.0,,
1514,,,,,-0.5416,1514.0,,,,,,,,,,,,,,0.9501,1514.0,,
1515,,,,,-0.92,1515.0,,,,,,,,,,,,,,-1.2828,1515.0,,
1516,,,,,1.0901,1516.0,,,,,,,,,,,,,,0.8477,1516.0,,
1517,,,,,1.2326,1517.0,,,,,,,,,,,,,,1.0876,1517.0,,
1518,,,,,1.8663,1518.0,,,,,,,,,,,,,,0.4816,1518.0,,
1519,,,,,-0.1615,1519.0,,,,,,,,,,,,,,-0.4645,1519.0,,
1520,,,,,1.4015,1520.0,,,,,,,,,,,,,,0.356,1520.0,,
1521,,,,,0.5033,1521.0,,,,,,,,,,,,,,0.1117,1521.0,,
1522,,,,,1.3619,1522.0,,,,,,,,,,,,,,0.4199,1522.0,,
1523,,,,,-0.0533,1523.0,,,,,,,,,,,,,,-0.601,1523.0,,
1524,,,,,2.2894,1524.0,,,,,,,,,,,,,,1.4211,1524.0,,
1525,,,,,0.8207,1525.0,,,,,,,,,,,,,,0.2941,1525.0,,
1526,,,,,0.5061,1526.0,,,,,,,,,,,,,,0.5404,1526.0,,
1527,,,,,-0.7137,1527.0,,,,,,,,,,,,,,-1.7238,1527.0,,
1528,,,,,-0.1052,1528.0,,,,,,,,,,,,,,-0.0745,1528.0,,
1529,,,,,0.2722,1529.0,,,,,,,,,,,,,,-0.1209,1529.0,,
1530,,,,,0.385,1530.0,,,,,,,,,,,,,,1.8682,1530.0,,
1531,,,,,-0.4592,1531.0,,,,,,,,,,,,,,-0.8531,1531.0,,
1532,,,,,1.126,1532.0,,,,,,,,,,,,,,0.2528,1532.0,,
1533,,,,,1.2482,1533.0,,,,,,,,,,,,,,-0.1283,1533.0,,
1534,,,,,1.3631,1534.0,,,,,,,,,,,,,,1.566,1534.0,,
1535,,,,,-1.3166,1535.0,,,,,,,,,,,,,,-0.4093,1535.0,,
1536,,,,,0.1845,1536.0,,,,,,,,,,,,,,0.793,1536.0,,
1537,,,,,0.6642,1537.0,,,,,,,,,,,,,,1.2535,1537.0,,
1538,,,,,0.03,1538.0,,,,,,,,,,,,,,1.0231,1538.0,,
1539,,,,,-0.9748,1539.0,,,,,,,,,,,,,,-0.3256,1539.0,,
1540,,,,,-0.7425,1540.0,,,,,,,,,,,,,,1.0918,1540.0,,
1541,,,,,-0.6779,1541.0,,,,,,,,,,,,,,-0.3613,1541.0,,
1542,,,,,0.8475,1542.0,,,,,,,,,,,,,,-0.3642,1542.0,,
1543,,,,,0.22,1543.0,,,,,,,,,,,,,,-0.768,1543.0,,
1544,,,,,-0.8661,1544.0,,,,,,,,,,,,,,-0.9553,1544.0,,
1545,,,,,0.2254,1545.0,,,,,,,,,,,,,,0.1809,1545.0,,
1546,,,,,1.0899,1546.0,,,,,,,,,,,,,,0.2242,1546.0,,
1547,,,,,0.654,1547.0,,,,,,,,,,,,,,0.7553,1547.0,,
1548,,,,,0.5743,1548.0,,,,,,,,,,,,,,0.1256,1548.0,,
1549,,,,,-0.9386,1549.0,,,,,,,,,,,,,,-0.7258,1549.0,,
1550,,,,,-0.8546,1550.0,,,,,,,,,,,,,,1.0115,1550.0,,
1551,,,,,0.0334,1551.0,,,,,,,,,,,,,,-0.3731,1551.0,,
1552,,,,,-0.4312,1552.0,,,,,,,,,,,,,,-0.1123,1552.0,,
1553,,,,,-0.3547,1553.0,,,,,,,,,,,,,,0.2771,1553.0,,
1554,,,,,1.4892,1554.0,,,,,,,,,,,,,,0.8529,1554.0,,
1555,,,,,0.0086,1555.0,,,,,,,,,,,,,,-1.6707,1555.0,,
1556,,,,,1.7071,1556.0,,,,,,,,,,,,,,0.8516,1556.0,,
1557,,,,,0.7955,1557.0,,,,,,,,,,,,,,0.6423,1557.0,,
1558,,,,,-0.7859,1558.0,,,,,,,,,,,,,,-0.0172,1558.0,,
1559,,,,,0.3569,1559.0,,,,,,,,,,,,,,1.6621,1559.0,,
1560,,,,,-0.8723,1560.0,,,,,,,,,,,,,,-0.8382,1560.0,,
1561,,,,,0.8148,1561.0,,,,,,,,,,,,,,1.0304,1561.0,,
1562,,,,,-0.4509,1562.0,,,,,,,,,,,,,,-0.4394,1562.0,,
1563,,,,,-0.8198,1563.0,,,,,,,,,,,,,,1.3375,1563.0,,
1564,,,,,-0.6612,1564.0,,,,,,,,,,,,,,-0.2547,1564.0,,
1565,,,,,-0.1311,1565.0,,,,,,,,,,,,,,-1.3742,1565.0,,
1566,,,,,-0.5769,1566.0,,,,,,,,,,,,,,-0.0253,1566.0,,
1567,,,,,0.2214,1567.0,,,,,,,,,,,,,,1.9121,1567.0,,
1568,,,,,0.0188,1568.0,,,,,,,,,,,,,,0.2575,1568.0,,
1569,,,,,-0.9763,1569.0,,,,,,,,,,,,,,-0.7805,1569.0,,
1570,,,,,-0.3474,1570.0,,,,,,,,,,,,,,-1.2611,1570.0,,
1571,,,,,-0.7301,1571.0,,,,,,,,,,,,,,-0.756,1571.0,,
1572,,,,,-0.5007,1572.0,,,,,,,,,,,,,,-0.7694,1572.0,,
1573,,,,,-1.0956,1573.0,,,,,,,,,,,,,,-0.6441,1573.0,,
1574,,,,,0.6114,1574.0,,,,,,,,,,,,,,-0.0906,1574.0,,
1575,,,,,-1.0167,1575.0,,,,,,,,,,,,,,-0.1502,1575.0,,
1576,,,,,-0.2863,1576.0,,,,,,,,,,,,,,0.094,1576.0,,
1577,,,,,1.1809,1577.0,,,,,,,,,,,,,,-0.0016,1577.0,,
1578,,,,,1.4814,1578.0,,,,,,,,,,,,,,0.5413,1578.0,,
1579,,,,,0.9454,1579.0,,,,,,,,,,,,,,-1.1213,1579.0,,
1580,,,,,0.512,1580.0,,,,,,,,,,,,,,0.0197,1580.0,,
1581,,,,,1.1585,1581.0,,,,,,,,,,,,,,0.4721,1581.0,,
1582,,,,,0.4572,1582.0,,,,,,,,,,,,,,-0.0646,1582.0,,
1583,,,,,0.9778,1583.0,,,,,,,,,,,,,,1.1323,1583.0,,
1584,,,,,-0.6099,1584.0,,,,,,,,,,,,,,-0.2837,1584.0,,
1585,,,,,-0.6382,1585.0,,,,,,,,,,,,,,-0.2826,1585.0,,
1586,,,,,-1.5089,1586.0,,,,,,,,,,,,,,-0.3616,1586.0,,
1587,,,,,0.9299,1587.0,,,,,,,,,,,,,,-0.0328,1587.0,,
1588,,,,,0.1665,1588.0,,,,,,,,,,,,,,0.1091,1588.0,,
1589,,,,,-0.1825,1589.0,,,,,,,,,,,,,,-0.2308,1589.0,,
1590,,,,,0.2929,1590.0,,,,,,,,,,,,,,0.856,1590.0,,
1591,,,,,0.752,1591.0,,,,,,,,,,,,,,-0.3223,1591.0,,
1592,,,,,0.2945,1592.0,,,,,,,,,,,,,,0.2381,1592.0,,
1593,,,,,1.1093,1593.0,,,,,,,,,,,,,,0.4632,1593.0,,
1594,,,,,0.8763,1594.0,,,,,,,,,,,,,,-0.7826,1594.0,,
1595,,,,,0.3663,1595.0,,,,,,,,,,,,,,0.3489,1595.0,,
1596,,,,,-0.7008,1596.0,,,,,,,,,,,,,,-0.6633,1596.0,,
1597,,,,,0.509,1597.0,,,,,,,,,,,,,,0.2545,1597.0,,
1598,,,,,0.5119,1598.0,,,,,,,,,,,,,,-0.1761,1598.0,,
1599,,,,,0.6084,1599.0,,,,,,,,,,,,,,-0.1932,1599.0,,
1600,,,,,0.6458,1600.0,,,,,,,,,,,,,,-0.8094,1600.0,,
1601,,,,,-0.4072,1601.0,,,,,,,,,,,,,,-0.6446,1601.0,,
1602,,,,,0.8522,1602.0,,,,,,,,,,,,,,-1.0551,1602.0,,
1603,,,,,1.1837,1603.0,,,,,,,,,,,,,,0.896,1603.0,,
1604,,,,,-0.0416,1604.0,,,,,,,,,,,,,,0.2247,1604.0,,
1605,,,,,-0.094,1605.0,,,,,,,,,,,,,,-0.1094,1605.0,,
1606,,,,,-0.931,1606.0,,,,,,,,,,,,,,-0.214,1606.0,,
1607,,,,,-0.4168,1607.0,,,,,,,,,,,,,,0.1319,1607.0,,
1608,,,,,0.1026,1608.0,,,,,,,,,,,,,,-0.1894,1608.0,,
1609,,,,,1.2108,1609.0,,,,,,,,,,,,,,-0.7509,1609.0,,
1610,,,,,0.0281,1610.0,,,,,,,,,,,,,,0.517,1610.0,,
1611,,,,,-0.1779,1611.0,,,,,,,,,,,,,,0.3106,1611.0,,
1612,,,,,0.6943,1612.0,,,,,,,,,,,,,,0.2221,1612.0,,
1613,,,,,0.0519,1613.0,,,,,,,,,,,,,,-0.3657,1613.0,,
1614,,,,,0.0803,1614.0,,,,,,,,,,,,,,0.0556,1614.0,,
1615,,,,,0.6608,1615.0,,,,,,,,,,,,,,0.9248,1615.0,,
1616,,,,,-0.826,1616.0,,,,,,,,,,,,,,-0.0814,1616.0,,
1617,,,,,-0.3358,1617.0,,,,,,,,,,,,,,-0.5346,1617.0,,
1618,,,,,0.955,1618.0,,,,,,,,,,,,,,-0.2014,1618.0,,
1619,,,,,0.1959,1619.0,,,,,,,,,,,,,,-0.1244,1619.0,,
1620,,,,,-0.0811,1620.0,,,,,,,,,,,,,,-0.8992,1620.0,,
1621,,,,,0.562,1621.0,,,,,,,,,,,,,,-0.6075,1621.0,,
1622,,,,,1.6323,1622.0,,,,,,,,,,,,,,0.396,1622.0,,
1623,,,,,0.4325,1623.0,,,,,,,,,,,,,,-0.8475,1623.0,,
1624,,,,,-0.3478,1624.0,,,,,,,,,,,,,,-1.449,1624.0,,
1625,,,,,-0.6196,1625.0,,,,,,,,,,,,,,-1.1785,1625.0,,
1626,,,,,-1.2059,1626.0,,,,,,,,,,,,,,-0.8725,1626.0,,
1627,,,,,0.0817,1627.0,,,,,,,,,,,,,,-0.757,1627.0,,
1628,,,,,0.5163,1628.0,,,,,,,,,,,,,,-0.014,1628.0,,
1629,,,,,-1.2602,1629.0,,,,,,,,,,,,,,-0.0385,1629.0,,
1630,,,,,-0.3439,1630.0,,,,,,,,,,,,,,0.0455,1630.0,,
1631,,,,,-0.9357,1631.0,,,,,,,,,,,,,,0.4215,1631.0,,
1632,,,,,-0.5334,1632.0,,,,,,,,,,,,,,0.1945,1632.0,,
1633,,,,,-1.0722,1633.0,,,,,,,,,,,,,,-0.8385,1633.0,,
1634,,,,,-0.3769,1634.0,,,,,,,,,,,,,,-0.504,1634.0,,
1635,,,,,-0.1917,1635.0,,,,,,,,,,,,,,0.3695,1635.0,,
1636,,,,,1.2209,1636.0,,,,,,,,,,,,,,0.271,1636.0,,
1637,,,,,1.4904,1637.0,,,29.88,1637.0,,,,,,,,,,-0.344,1637.0,,
1638,,,,,-0.0367,1638.0,,,29.62,1638.0,,,,,,,,,,-0.2695,1638.0,,
1639,,,,,1.8719,1639.0,,,31.72,1639.0,,,,,,,,,,-0.579,1639.0,,
1640,,,,,-0.8972,1640.0,,,30.86,1640.0,,,,,,,,,,-0.3775,1640.0,,
1641,,,,,-0.1282,1641.0,,,29.21,1641.0,,,,,,,,,,0.284,1641.0,,
1642,,,,,-0.2855,1642.0,,,29.9,1642.0,,,,,,,,,,-0.0695,1642.0,,
1643,,,,,0.4424,1643.0,,,29.27,1643.0,,,,,,,,,,-0.074,1643.0,,
1644,,,,,0.1631,1644.0,,,27.92,1644.0,,,,,,,,,,-0.0785,1644.0,,
1645,,,,,0.4681,1645.0,,,28.84,1645.0,,,,,,,,,,-0.3853,1645.0,,
1646,,,,,0.5726,1646.0,,,28.75,1646.0,,,,,,,,,,-0.4995,1646.0,,
1647,,,,,-0.0404,1647.0,,,28.4,1647.0,,,,,,,,,,0.433,1647.0,,
1648,,,,,0.108,1648.0,,,29.93,1648.0,,,,,,,,,,-0.404,1648.0,,
1649,,,,,-0.3341,1649.0,,,27.89,1649.0,,,,,,,,,,0.6064,1649.0,,
1650,,,,,-0.6149,1650.0,,,29.76,1650.0,,,,,,,,,,-0.9435,1650.0,,
1651,,,,,-0.5169,1651.0,,,29.6,1651.0,,,,,,,,,,-0.3295,1651.0,,
1652,,,,,-0.1854,1652.0,,,27.34,1652.0,,,,,,,,,,-0.604,1652.0,,
1653,,,,,0.406,1653.0,,,28.4,1653.0,,,,,,,,,,-1.124,1653.0,,
1654,,,,,0.023,1654.0,,,29.52,1654.0,,,,,,,,,,0.288,1654.0,,
1655,,,,,-0.1731,1655.0,,,29.54,1655.0,,,,,,,,,,0.267,1655.0,,
1656,,,,,-0.2895,1656.0,,,29.39,1656.0,,,,,,,,,,0.424,1656.0,,
1657,,,,,-0.0345,1657.0,,,28.48,1657.0,,,,,,,,,,0.8045,1657.0,,
1658,,,,,-0.254,1658.0,,,28.83,1658.0,,,,,,,,,,0.799,1658.0,,
1659,,,,,0.0822,1659.0,,,27.78,1659.0,,,,,,,,,,0.846,1659.0,,
1660,,,,,0.0209,1660.0,,,28.98,1660.0,,,,,,,,,,1.2755,1660.0,,
1661,,,,,-1.0379,1661.0,,,28.63,1661.0,,,,,,,,,,0.133,1661.0,,
1662,,,,,0.0079,1662.0,,,28.92,1662.0,,,,,,,,,,0.368,1662.0,,
1663,,,,,-1.2146,1663.0,,,29.23,1663.0,,,,,,,,,,-0.42,1663.0,,
1664,,,,,-0.0622,1664.0,,,28.63,1664.0,,,,,,,,,,0.2005,1664.0,,
1665,,,,,-0.3733,1665.0,,,28.87,1665.0,,,,,,,,,,-0.212,1665.0,,
1666,,,,,0.1234,1666.0,,,29.69,1666.0,,,,,,,,,,0.0365,1666.0,,
1667,,,,,-0.2372,1667.0,,,29.49,1667.0,,,,,,,,,,-0.3785,1667.0,,
1668,,,,,0.046,1668.0,,,27.58,1668.0,,,,,,,,,,-0.534,1668.0,,
1669,,,,,0.801,1669.0,,,28.56,1669.0,,,,,,,,,,-0.099,1669.0,,
1670,,,,,-0.3041,1670.0,,,29.71,1670.0,,,,,,,,,,0.0065,1670.0,,
1671,,,,,0.3335,1671.0,,,27.39,1671.0,,,,,,,,,,0.3624,1671.0,,
1672,,,,,0.8156,1672.0,,,27.62,1672.0,,,,,,,,,,-1.2768,1672.0,,
1673,,,,,-0.3086,1673.0,,,28.8,1673.0,,,,,,,,,,-0.3005,1673.0,,
1674,,,,,0.8317,1674.0,,,28.54,1674.0,,,,,,,,,,-1.5,1674.0,,
1675,,,,,-0.7911,1675.0,31.53,1675.0,29.59,1675.0,,,,,,,,,,0.764,1675.0,,
1676,,,,,0.6805,1676.0,30.87,1676.0,27.94,1676.0,,,,,,,,,,-0.0815,1676.0,,
1677,,,,,-1.3099,1677.0,31.46,1677.0,28.8,1677.0,,,,,,,,,,-0.975,1677.0,,
1678,,,,,-1.2588,1678.0,32.05,1678.0,28.49,1678.0,,,,,,,,,,-0.364,1678.0,,
1679,,,,,-1.7783,1679.0,31.32,1679.0,27.11,1679.0,,,,,,,,,,-0.4575,1679.0,,
1680,,,,,-1.7481,1680.0,31.71,1680.0,27.98,1680.0,,,,,,,,,,-0.9,1680.0,,
1681,,,,,-0.5389,1681.0,30.48,1681.0,28.53,1681.0,,,,,,,,,,0.3035,1681.0,,
1682,,,,,-1.1774,1682.0,32.08,1682.0,29.81,1682.0,,,,,,,,,,-0.666,1682.0,,
1683,,,,,0.0551,1683.0,31.96,1683.0,29.34,1683.0,,,,,,,,,,0.4245,1683.0,,
1684,,,,,0.9385,1684.0,30.64,1684.0,28.74,1684.0,,,,,,,,,,-0.321,1684.0,,
1685,,,,,1.0395,1685.0,31.55,1685.0,27.22,1685.0,,,,,,,,,,2.126,1685.0,,
1686,,,,,0.6156,1686.0,32.45,1686.0,29.08,1686.0,,,,,,,,,,1.198,1686.0,,
1687,,,,,0.062,1687.0,30.97,1687.0,29.59,1687.0,,,,,,,,,,0.4332,1687.0,,
1688,,,,,-0.1002,1688.0,31.23,1688.0,28.12,1688.0,,,,,,,,,,0.2715,1688.0,,
1689,,,,,-0.3622,1689.0,31.35,1689.0,29.18,1689.0,,,,,,,,,,-1.3285,1689.0,,
1690,,,,,-0.6481,1690.0,31.17,1690.0,29.48,1690.0,,,,,,,,,,-0.824,1690.0,,
1691,,,,,0.488,1691.0,32.71,1691.0,29.4,1691.0,,,,,,,,,,0.154,1691.0,,
1692,,,,,-2.0502,1692.0,30.6,1692.0,29.18,1692.0,,,,,,,,,,-0.8328,1692.0,,
1693,,,,,-1.5573,1693.0,30.13,1693.0,28.21,1693.0,,,,,,,,,,-0.323,1693.0,,
1694,,,,,0.1774,1694.0,30.82,1694.0,29.28,1694.0,,,,,,,,,,-0.564,1694.0,,
1695,,,,,-0.6562,1695.0,31.16,1695.0,28.76,1695.0,,,,,,,,,,-0.389,1695.0,,
1696,,,,,-0.1481,1696.0,32.02,1696.0,32.02,1696.0,,,,,,,,,,0.376,1696.0,,
1697,,,,,-1.1008,1697.0,30.78,1697.0,29.99,1697.0,,,,,,,,,,0.096,1697.0,,
1698,,,,,-1.0146,1698.0,29.91,1698.0,28.94,1698.0,,,,,,,,,,-0.104,1698.0,,
1699,,,,,-0.1197,1699.0,30.26,1699.0,28.96,1699.0,,,,,,,,,,-0.629,1699.0,,
1700,,,,,-0.7968,1700.0,31.29,1700.0,nan,1700.0,,,,,,,,,,0.0095,1700.0,,
1701,,,,,-0.6679,1701.0,31.74,1701.0,nan,1701.0,,,,,,,,,,-0.2535,1701.0,,
1702,,,,,0.7942,1702.0,31.29,1702.0,28.56,1702.0,,,,,,,,,,-0.404,1702.0,,
1703,,,,,-0.8622,1703.0,31.29,1703.0,27.71,1703.0,,,,,,,,,,-0.914,1703.0,,
1704,,,,,-0.7242,1704.0,31.24,1704.0,30.17,1704.0,,,,,,,,,,0.0205,1704.0,,
1705,,,,,1.1268,1705.0,31.84,1705.0,28.26,1705.0,,,,,,,,,,0.546,1705.0,,
1706,,,,,-0.3612,1706.0,30.65,1706.0,28.89,1706.0,,,,,,,,,,0.186,1706.0,,
1707,,,,,0.1906,1707.0,31.14,1707.0,30.81,1707.0,,,,,,,,,,0.3825,1707.0,,
1708,,,,,-0.2437,1708.0,30.21,1708.0,27.38,1708.0,,,,,,,,,,0.324,1708.0,,
1709,,,,,-2.0607,1709.0,31.22,1709.0,28.97,1709.0,,,,,,,,,,-1.414,1709.0,,
1710,,,,,-0.8633,1710.0,30.86,1710.0,27.27,1710.0,,,,,,,,,,1.556,1710.0,,
1711,,,,,-0.4633,1711.0,29.71,1711.0,30.57,1711.0,,,,,,,,,,-0.105,1711.0,,
1712,,,,,0.2657,1712.0,27.97,1712.0,29.14,1712.0,,,,,,,,,,0.6065,1712.0,,
1713,,,,,-1.1344,1713.0,29.88,1713.0,29.21,1713.0,,,,,,,,,,-0.2845,1713.0,,
1714,,,,,-0.0394,1714.0,30.23,1714.0,29.62,1714.0,,,,,,,,,,-1.914,1714.0,,
1715,,,,,0.839,1715.0,29.83,1715.0,27.57,1715.0,,,,,,,,,,-0.81,1715.0,,
1716,,,,,-0.4151,1716.0,31.77,1716.0,30.07,1716.0,,,,,,,,,,nan,1716.0,,
1717,,,,,1.2979,1717.0,31.51,1717.0,28.64,1717.0,,,,,,,,,,0.844,1717.0,,
1718,,,,,1.3429,1718.0,29.74,1718.0,29.61,1718.0,,,,,,,,,,-0.174,1718.0,,
1719,,,,,1.3214,1719.0,28.44,1719.0,28.11,1719.0,,,,,,,,,,0.5115,1719.0,,
1720,,,,,-0.3961,1720.0,30.9,1720.0,29.08,1720.0,,,,,,,,,,-0.2625,1720.0,,
1721,,,,,1.1319,1721.0,28.88,1721.0,29.3,1721.0,,,,,,,,,,-0.4155,1721.0,,
1722,,,,,0.7577,1722.0,31.84,1722.0,30.11,1722.0,,,,,,,,,,-1.104,1722.0,,
1723,,,,,0.7228,1723.0,28.41,1723.0,28.41,1723.0,,,,,,,,,,-0.9685,1723.0,,
1724,,,,,-0.3525,1724.0,27.53,1724.0,27.49,1724.0,,,,,,,,,,nan,1724.0,,
1725,,,,,-0.9624,1725.0,32.42,1725.0,29.59,1725.0,,,,,,,,,,nan,1725.0,,
1726,,,,,0.9819,1726.0,30.22,1726.0,29.58,1726.0,,,,,,,,,,-0.394,1726.0,,
1727,,,,,-0.1578,1727.0,29.56,1727.0,29.01,1727.0,,,,,,,,,,-0.394,1727.0,,
1728,,,,,0.224,1728.0,29.7,1728.0,28.28,1728.0,,,,,,,,,,0.486,1728.0,,
1729,,,,,-0.0252,1729.0,29.02,1729.0,26.34,1729.0,,,,,,,,,,0.486,1729.0,,
1730,,,,,-0.5717,1730.0,29.69,1730.0,29.46,1730.0,,,,,,,,,,0.336,1730.0,,
1731,,,,,0.6519,1731.0,30.68,1731.0,28.74,1731.0,,,,,,,,,,0.336,1731.0,,
1732,,,,,-0.4187,1732.0,27.89,1732.0,29.95,1732.0,,,,,,,,,,-1.324,1732.0,,
1733,,,,,0.3981,1733.0,31.68,1733.0,29.54,1733.0,,,,,,,,,,-1.324,1733.0,,
1734,,,,,0.7558,1734.0,31.17,1734.0,29.95,1734.0,,,,,,,,,,-0.593,1734.0,,
1735,,,,,-0.8115,1735.0,29.14,1735.0,28.69,1735.0,,,,,,,,,,nan,1735.0,,
1736,,,,,-0.8857,1736.0,26.6,1736.0,29.13,1736.0,,,,,,,,,,nan,1736.0,,
1737,,,,,-0.1502,1737.0,29.65,1737.0,27.93,1737.0,,,,,,,,,,-0.734,1737.0,,
1738,,,,,-0.2387,1738.0,31.8,1738.0,29.96,1738.0,,,,,,,,,,0.716,1738.0,,
1739,,,,,0.1623,1739.0,29.8,1739.0,29.12,1739.0,,,,,,,,,,-1.224,1739.0,,
1740,,,,,-1.6215,1740.0,31.66,1740.0,29.45,1740.0,,,,,,,,,,0.8315,1740.0,,
1741,,,,,-1.4033,1741.0,31.59,1741.0,29.57,1741.0,,,,,,,,,,0.24,1741.0,,
1742,,,,,0.3078,1742.0,31.23,1742.0,27.72,1742.0,,,,,,,,,,0.564,1742.0,,
1743,,,,,0.1214,1743.0,31.95,1743.0,29.79,1743.0,,,,,,,,,,-0.2625,1743.0,,
1744,,,,,0.6938,1744.0,31.37,1744.0,27.87,1744.0,,,,,,,,,,nan,1744.0,,
1745,,,,,-1.2619,1745.0,30.94,1745.0,29.65,1745.0,,,,,,,,,,nan,1745.0,,
1746,,,,,-0.5493,1746.0,31.6,1746.0,28.7,1746.0,,,,,,,,,,nan,1746.0,,
